ID,Gender,Ever_Married,Age,Graduated,Profession,Family_Size,Car Purchased,Country Of Origin,Year Of Purchase,Salary,Fuel Type,Language Spoken 
1418,Female,Yes,27,Yes,Artist,2,Lexus,China ,2012,30000,Diesel,Mandarin
1419,Female,Yes,70,No,Doctor,2,Alfa Romeo,India,2013,30000,Diesel,Hindi
1420,Female,Yes,53,No,Engineer,4,Aston Martin,Italy,2014,60000,Diesel,English 
1421,Female,Yes,49,No,Engineer,4,Audi,China ,2015,60000,Diesel,Mandarin
1422,Male,Yes,55,No,Executive,,Bentley,France,2016,25000,Diesel,French 
1423,Female,,57,Yes,Engineer,4,BMW,Italy,2017,60000,Diesel,English 
1424,Male,Yes,83,No,Lawyer,1,Cadillac,France,2018,15000,Diesel,French 
1425,Male,Yes,43,No,Executive,4,Chevrolet,UK,2016,60000,Diesel,Welsh
1426,Male,Yes,36,No,Doctor,3,Chrysler,UK,2017,45000,Diesel,Welsh
1427,Male,Yes,74,Yes,Lawyer,2,Citroen,USA,2018,30000,Diesel,English 
1428,Female,No,30,No,Homemaker,4,Corvette,Germany ,2008,60000,Diesel,German
1429,Female,No,37,Yes,Artist,2,Hyundai,USA,2009,30000,Diesel,English 
1430,Female,No,22,No,Marketing,1,Daewoo,Germany ,2010,15000,Diesel,German
1431,Male,No,19,No,Healthcare,4,Daihatsu,USA,2011,60000,Diesel,English 
1432,Male,Yes,70,Yes,Engineer,2,Dodge,Germany ,2010,30000,Diesel,German
1433,Male,Yes,89,Yes,Lawyer,1,Kia,USA,2011,15000,Diesel,English 
1434,Male,No,18,No,Healthcare,4,Ferrari,Germany ,2012,60000,Diesel,German
1435,Male,No,25,Yes,Doctor,1,Fiat,USA,2013,15000,Diesel,English 
1436,Female,No,45,Yes,Artist,1,Ford,Germany ,2020,15000,Petrol ,German
1437,Female,No,35,Yes,Artist,1,Honda,USA,2021,15000,Diesel,English 
1438,Female,Yes,37,No,Engineer,1,Honda,Germany ,2020,15000,Electric,German
1439,Female,Yes,39,No,Engineer,2,Hyundai,USA,2021,30000,Electric,English 
1440,Female,No,32,Yes,Healthcare,5,Infiniti,Mexico,2016,75000,Hybrid,English 
1441,Female,Yes,62,Yes,Artist,3,Isuzu,Malaysia,2017,45000,Diesel,English 
1442,Female,Yes,58,Yes,Engineer,4,Jaguar,Japan,2018,60000,Electric,Japanese
1443,Female,No,32,No,Engineer,4,Jeep,Canada,2019,60000,Hybrid ,English 
1444,Male,No,25,No,Healthcare,5,Kia,China ,2009,75000,Electric,Mandarin
1445,Female,Yes,56,Yes,Artist,4,Lamborghini,India,2010,60000,Petrol ,Hindi
1446,Female,No,36,Yes,Entertainment,2,Land Rover,Italy,2011,30000,Petrol ,English 
1447,Female,No,30,No,Healthcare,3,Lexus,China ,2012,45000,Diesel,Mandarin
1448,Male,No,19,No,Healthcare,5,Lotus,France,2013,75000,Petrol ,French 
1449,Male,No,27,Yes,Healthcare,2,Maserati,Italy,2014,30000,Diesel,English 
1450,Female,No,38,Yes,Doctor,1,Maybach,France,2015,15000,Electric,French 
1451,Male,Yes,46,Yes,Artist,2,Mazda,UK,2016,30000,Hybrid,Welsh
1452,Male,No,29,Yes,Artist,1,McLaren,UK,2010,15000,Petrol ,Welsh
1453,Male,Yes,51,No,Entertainment,4,Mercedes-Benz,USA,2011,60000,Diesel,English 
1454,Male,Yes,55,No,Artist,1,MG,Germany ,2012,15000,Electric,German
1455,Female,Yes,69,Yes,Engineer,1,MINI,USA,2013,15000,Hybrid,English 
1456,Female,No,26,No,Healthcare,8,Mitsubishi,Germany ,2014,120000,Petrol ,German
1457,Female,Yes,83,Yes,Lawyer,3,Nissan,USA,2015,45000,Diesel,English 
1458,Female,No,39,Yes,Healthcare,1,Nissan,Germany ,2016,15000,Electric,German
1459,Male,Yes,35,Yes,Artist,1,Peugeot,USA,2012,15000,Hybrid,English 
1460,Male,Yes,19,No,Marketing,5,Porsche,Germany ,2013,75000,Petrol ,German
1461,Female,Yes,60,Yes,Artist,4,Proton,USA,2014,60000,Diesel,English 
1462,Male,Yes,35,Yes,Artist,4,Renault,Germany ,2015,60000,Electric,German
1463,Female,No,53,Yes,Engineer,1,Rolls-Royce,USA,2016,15000,Hybrid,English 
1464,Female,Yes,86,No,Lawyer,,Rover,Germany ,2017,25000,Diesel,German
1465,Female,No,29,No,Healthcare,3,Saab,USA,2018,45000,Diesel,English 
1466,Female,No,26,No,Doctor,1,SEAT,Mexico,2016,15000,Diesel,English 
1467,Male,No,36,Yes,Engineer,1,SKODA,Malaysia,2017,15000,Diesel,English 
1468,Female,No,22,No,Homemaker,4,Smart,Japan,2018,60000,Diesel,Japanese
1469,Male,No,19,No,Marketing,5,Ssangyong,Canada,2008,75000,Diesel,English 
1470,Female,Yes,20,Yes,Lawyer,3,Subaru,China ,2009,45000,Diesel,Mandarin
1471,Male,No,43,Yes,Healthcare,3,Suzuki,India,2010,45000,Diesel,Hindi
1472,Female,No,42,Yes,Artist,3,Tesla,Italy,2011,45000,Electric,English 
1473,Male,No,43,Yes,Entertainment,2,Toyota,China ,2010,30000,Diesel,Mandarin
1474,Female,Yes,50,Yes,Engineer,3,TVR,France,2011,45000,Diesel,French 
1475,Male,No,25,Yes,Entertainment,2,Vauxhall,Italy,2012,30000,Diesel,English 
1476,Male,Yes,61,No,Artist,2,Volkswagen,France,2013,30000,Diesel,French 
1477,Female,Yes,28,Yes,Healthcare,2,Volvo,UK,2020,30000,Electric,Welsh
1478,Male,No,38,Yes,Artist,1,Maker,UK,2021,15000,Electric,Welsh
1479,Male,No,25,No,Executive,3,Lexus,USA,2020,45000,Electric,English 
1480,Female,No,18,No,Healthcare,5,Alfa Romeo,Germany ,2021,75000,Electric,German
1481,Male,Yes,43,Yes,Entertainment,5,Aston Martin,USA,2016,75000,Diesel,English 
1482,Female,No,27,Yes,Artist,1,Audi,Germany ,2017,15000,Diesel,German
1483,Female,No,60,Yes,Entertainment,2,Bentley,USA,2018,30000,Diesel,English 
1484,Male,Yes,75,Yes,Lawyer,1,BMW,Germany ,2019,15000,Diesel,German
1485,Female,No,31,No,Doctor,4,Cadillac,USA,2009,60000,Diesel,English 
1486,Male,No,23,No,Doctor,4,Chevrolet,Germany ,2010,60000,Diesel,German
1487,Male,No,36,Yes,Artist,1,Chrysler,USA,2011,15000,Diesel,English 
1488,Male,No,30,No,Doctor,1,Citroen,Germany ,2012,15000,Diesel,German
1489,Male,Yes,56,No,Artist,2,Corvette,USA,2013,30000,Diesel,English 
1490,Female,Yes,52,Yes,Artist,2,Hyundai,Germany ,2014,30000,Diesel,German
1491,Male,Yes,39,Yes,Entertainment,1,Daewoo,USA,2015,15000,Diesel,English 
1492,Female,No,35,No,Artist,1,Daihatsu,Mexico,2016,15000,Diesel,English 
1493,Male,Yes,33,No,Engineer,2,Dodge,Malaysia,2010,30000,Diesel,English 
1494,Female,No,25,Yes,Artist,6,Kia,Japan,2011,90000,Diesel,Japanese
1495,Female,Yes,27,Yes,Artist,2,Ferrari,Canada,2012,30000,Diesel,English 
1496,Male,Yes,35,Yes,Artist,3,Fiat,China ,2013,45000,Diesel,Mandarin
1497,Female,Yes,41,Yes,Artist,2,Ford,India,2014,30000,Diesel,Hindi
1498,Female,Yes,49,Yes,Artist,3,Honda,Italy,2015,45000,Diesel,English 
1499,Female,Yes,46,No,Artist,2,Honda,China ,2016,30000,Diesel,Mandarin
1500,Female,No,31,No,Healthcare,2,Hyundai,France,2012,30000,Diesel,French 
1501,Male,No,49,Yes,Doctor,1,Infiniti,Italy,2013,15000,Diesel,English 
1502,Female,No,26,Yes,Artist,1,Isuzu,France,2014,15000,Diesel,French 
1503,Male,Yes,43,Yes,Doctor,2,Jaguar,UK,2015,30000,Diesel,Welsh
1504,Female,Yes,30,Yes,Artist,4,Jeep,UK,2016,60000,Diesel,Welsh
1505,Female,Yes,70,Yes,Artist,4,Kia,USA,2017,60000,Diesel,English 
1506,Female,No,28,Yes,Artist,1,Lamborghini,Germany ,2018,15000,Diesel,German
1507,Female,Yes,89,No,Lawyer,1,Land Rover,USA,2016,15000,Diesel,English 
1508,Female,Yes,42,No,Homemaker,4,Lexus,Germany ,2017,60000,Diesel,German
1509,Female,Yes,37,Yes,Entertainment,3,Lotus,USA,2018,45000,Diesel,English 
1510,Male,Yes,29,No,Executive,3,Maserati,Germany ,2008,45000,Diesel,German
1511,Female,Yes,68,Yes,Artist,2,Maybach,USA,2009,30000,Diesel,English 
1512,Female,No,25,No,Engineer,1,Mazda,Germany ,2010,15000,Diesel,German
1513,Male,No,29,No,Healthcare,,McLaren,USA,2011,25000,Diesel,English 
1514,Female,Yes,48,Yes,Doctor,2,Mercedes-Benz,Germany ,2010,30000,Diesel,German
1515,Female,Yes,51,Yes,Doctor,3,MG,USA,2011,45000,Diesel,English 
1516,Female,Yes,40,Yes,Engineer,5,MINI,Germany ,2012,75000,Diesel,German
1517,Male,Yes,47,Yes,Artist,6,Mitsubishi,USA,2013,90000,Diesel,English 
1518,Male,Yes,39,Yes,Executive,3,Nissan,Mexico,2020,45000,Electric,English 
1519,Male,Yes,35,Yes,Executive,4,Nissan,Malaysia,2021,60000,Electric,English 
1520,Female,No,19,No,Healthcare,3,Peugeot,Japan,2020,45000,Electric,Japanese
1521,Female,No,21,No,Healthcare,,Porsche,Canada,2021,25000,Hybrid,English 
1522,Male,Yes,46,Yes,Entertainment,3,Proton,China ,2016,45000,Diesel,Mandarin
1523,Male,Yes,86,Yes,Lawyer,1,Renault,India,2017,15000,Diesel,Hindi
1524,Male,Yes,66,Yes,Artist,2,Rolls-Royce,Italy,2018,30000,Diesel,English 
1525,Male,No,42,No,Marketing,5,Rover,China ,2019,75000,Diesel,Mandarin
1526,Female,Yes,73,Yes,Lawyer,2,Saab,France,2009,30000,Diesel,French 
1527,Male,Yes,72,No,Engineer,1,SEAT,Italy,2010,15000,Diesel,English 
1528,Male,Yes,53,Yes,Artist,3,SKODA,France,2011,45000,Diesel,French 
1529,Female,Yes,39,Yes,Artist,2,Smart,UK,2012,30000,Diesel,Welsh
1530,Female,No,27,No,Homemaker,1,Ssangyong,UK,2013,15000,Diesel,Welsh
1531,Male,Yes,63,No,Entertainment,,Subaru,USA,2014,25000,Diesel,English 
1532,Female,No,23,No,Healthcare,3,Suzuki,Germany ,2015,45000,Diesel,German
1533,Female,No,30,Yes,Entertainment,4,Tesla,USA,2016,60000,Electric,English 
1534,Female,Yes,39,Yes,Artist,2,Toyota,Germany ,2010,30000,Diesel,German
1535,Male,Yes,26,Yes,Artist,3,TVR,USA,2011,45000,Diesel,English 
1536,Female,Yes,50,Yes,Entertainment,3,Vauxhall,Germany ,2012,45000,Diesel,German
1537,Female,Yes,45,Yes,Artist,2,Volkswagen,USA,2013,30000,Diesel,English 
1538,Female,No,62,No,Entertainment,1,Volvo,Germany ,2014,15000,Diesel,German
1539,Female,No,27,Yes,Doctor,3,Maker,USA,2015,45000,Diesel,English 
1540,Male,Yes,57,Yes,Entertainment,,Lexus,Germany ,2016,25000,Diesel,German
1541,Female,Yes,30,No,Engineer,7,Alfa Romeo,USA,2012,105000,Diesel,English 
1542,Male,No,32,No,Healthcare,4,Aston Martin,Germany ,2013,60000,Diesel,German
1543,Male,No,18,,Executive,5,Audi,USA,2014,75000,Diesel,English 
1544,Male,No,47,No,Artist,3,Bentley,Mexico,2015,45000,Diesel,English 
1545,Female,No,32,Yes,Artist,4,BMW,Malaysia,2016,60000,Diesel,English 
1546,Female,Yes,32,No,Engineer,3,Cadillac,Japan,2017,45000,Diesel,Japanese
1547,Male,Yes,67,Yes,Doctor,4,Chevrolet,Canada,2018,60000,Diesel,English 
1548,Female,Yes,77,Yes,Lawyer,2,Chrysler,China ,2016,30000,Diesel,Mandarin
1549,Male,Yes,79,No,,2,Citroen,India,2017,30000,Diesel,Hindi
1550,Male,No,31,No,Entertainment,1,Corvette,Italy,2018,15000,Diesel,English 
1551,Male,Yes,42,Yes,Artist,3,Hyundai,China ,2008,45000,Diesel,Mandarin
1552,Female,No,18,No,,6,Daewoo,France,2009,90000,Diesel,French 
1553,Male,Yes,50,Yes,Artist,4,Daihatsu,Italy,2010,60000,Diesel,English 
1554,Male,Yes,71,Yes,Artist,5,Dodge,France,2011,75000,Diesel,French 
1555,Female,Yes,72,No,Lawyer,3,Kia,UK,2010,45000,Diesel,Welsh
1556,Male,Yes,47,Yes,Artist,3,Ferrari,UK,2011,45000,Diesel,Welsh
1557,Male,Yes,45,Yes,Artist,2,Fiat,USA,2012,30000,Diesel,English 
1558,Female,No,40,No,Engineer,5,Ford,Germany ,2013,75000,Diesel,German
1559,Female,No,36,Yes,Engineer,1,Honda,USA,2020,15000,Hybrid,English 
1560,Female,No,42,Yes,Artist,1,Honda,Germany ,2021,15000,Hybrid,German
1561,Male,No,30,No,Healthcare,4,Hyundai,USA,2020,60000,Hybrid,English 
1562,Female,No,29,Yes,Healthcare,4,Infiniti,Germany ,2021,60000,Electric,German
1563,Male,No,28,Yes,Engineer,5,Isuzu,USA,2016,75000,Diesel,English 
1564,Male,,22,No,Healthcare,2,Jaguar,Germany ,2017,30000,Diesel,German
1565,Male,Yes,85,No,Lawyer,1,Jeep,USA,2018,15000,Diesel,English 
1566,Female,Yes,40,Yes,Artist,2,Kia,Germany ,2019,30000,Diesel,German
1567,Female,Yes,52,Yes,Artist,2,Lamborghini,USA,2009,30000,Diesel,English 
1568,Male,Yes,47,Yes,Artist,,Land Rover,Germany ,2010,25000,Diesel,German
1569,Male,No,26,No,Artist,6,Lexus,USA,2011,90000,Diesel,English 
1570,Female,No,55,Yes,Marketing,1,Lotus,Mexico,2012,15000,Diesel,English 
1571,Female,No,20,No,Doctor,4,Maserati,Malaysia,2013,60000,Diesel,English 
1572,Female,Yes,87,Yes,Lawyer,2,Maybach,Japan,2014,30000,Diesel,Japanese
1573,Male,No,28,No,Healthcare,2,Mazda,Canada,2015,30000,Diesel,English 
1574,Male,No,38,No,Artist,2,McLaren,China ,2016,30000,Diesel,Mandarin
1575,Male,Yes,42,No,Entertainment,2,Mercedes-Benz,India,2010,30000,Diesel,Hindi
1576,Male,Yes,42,No,Marketing,6,MG,Italy,2011,90000,Diesel,English 
1577,Female,No,29,No,Engineer,4,MINI,China ,2012,60000,Diesel,Mandarin
1578,Male,No,32,Yes,Doctor,4,Mitsubishi,France,2013,60000,Diesel,French 
1579,Male,Yes,38,No,Executive,5,Nissan,Italy,2014,75000,Diesel,English 
1580,Female,Yes,59,No,Artist,2,Nissan,France,2015,30000,Diesel,French 
1581,Male,No,22,No,Healthcare,2,Peugeot,UK,2016,30000,Diesel,Welsh
1582,Female,No,26,No,Homemaker,,Porsche,UK,2012,25000,Diesel,Welsh
1583,Female,Yes,78,Yes,Artist,2,Proton,USA,2013,30000,Diesel,English 
1584,Female,No,32,Yes,Healthcare,3,Renault,Germany ,2014,45000,Diesel,German
1585,Male,Yes,37,Yes,Artist,4,Rolls-Royce,USA,2015,60000,Diesel,English 
1586,Male,Yes,37,Yes,Healthcare,4,Rover,Germany ,2016,60000,Diesel,German
1587,Male,No,67,No,Lawyer,2,Saab,USA,2017,30000,Diesel,English 
1588,Male,Yes,47,No,Artist,4,SEAT,Germany ,2018,60000,Diesel,German
1589,Female,Yes,68,Yes,Lawyer,2,SKODA,USA,2016,30000,Diesel,English 
1590,Male,No,30,Yes,Healthcare,5,Smart,Germany ,2017,75000,Diesel,German
1591,Female,Yes,48,Yes,Entertainment,1,Ssangyong,USA,2018,15000,Diesel,English 
1592,Female,No,43,Yes,Artist,1,Subaru,Germany ,2008,15000,Diesel,German
1593,Male,Yes,33,Yes,Healthcare,2,Suzuki,USA,2009,30000,Diesel,English 
1594,Male,Yes,31,No,Healthcare,5,Tesla,Germany ,2010,75000,Electric,German
1595,Male,Yes,32,Yes,Healthcare,2,Toyota,USA,2011,30000,Diesel,English 
1596,Female,No,21,No,Healthcare,4,TVR,Mexico,2010,60000,Diesel,English 
1597,Female,No,29,No,Homemaker,4,Vauxhall,Malaysia,2011,60000,Diesel,English 
1598,Female,Yes,35,Yes,Artist,2,Volkswagen,Japan,2012,30000,Diesel,Japanese
1599,Male,Yes,46,No,Artist,3,Volvo,Canada,2013,45000,Diesel,English 
1600,Female,Yes,38,Yes,Artist,2,Maker,China ,2020,30000,Electric,Mandarin
1601,Female,No,32,Yes,Healthcare,3,Lexus,India,2021,45000,Electric,Hindi
1602,Female,No,28,Yes,Artist,7,Alfa Romeo,Italy,2020,105000,Electric,English 
1603,Female,Yes,68,Yes,Lawyer,1,Aston Martin,China ,2021,15000,Hybrid,Cantonese 
1604,Female,Yes,45,Yes,Artist,1,Audi,France,2016,15000,Diesel,French 
1605,Male,Yes,58,Yes,Artist,3,Bentley,Italy,2017,45000,Diesel,English 
1606,Male,No,28,No,Entertainment,2,BMW,France,2018,30000,Diesel,French 
1607,Female,No,32,No,Healthcare,3,Cadillac,UK,2019,45000,Diesel,Welsh
1608,Male,No,30,Yes,Doctor,1,Chevrolet,UK,2009,15000,Diesel,Welsh
1609,Female,Yes,42,No,Homemaker,4,Chrysler,USA,2010,60000,Diesel,English 
1610,Male,No,22,No,,6,Citroen,Germany ,2011,90000,Diesel,German
1611,Male,No,41,Yes,Artist,3,Corvette,USA,2012,45000,Diesel,English 
1612,Female,No,18,No,Healthcare,4,Hyundai,Germany ,2013,60000,Diesel,German
1613,Female,Yes,29,Yes,Healthcare,3,Daewoo,USA,2014,45000,Diesel,English 
1614,Female,No,33,Yes,Healthcare,3,Daihatsu,Germany ,2015,45000,Diesel,German
1615,Male,No,47,No,Artist,,Dodge,USA,2016,25000,Diesel,English 
1616,Female,Yes,57,Yes,Doctor,2,Kia,Germany ,2010,30000,Diesel,German
1617,Male,Yes,36,Yes,Executive,3,Ferrari,USA,2011,45000,Diesel,English 
1618,Male,Yes,57,Yes,Executive,3,Fiat,Germany ,2012,45000,Diesel,German
1619,Male,No,18,No,Healthcare,2,Ford,USA,2013,30000,Diesel,English 
1620,Male,,52,Yes,Artist,5,Honda,Germany ,2014,75000,Diesel,German
1621,Male,Yes,52,Yes,Artist,6,Honda,USA,2015,90000,Diesel,English 
1622,Male,No,51,,Artist,4,Hyundai,Mexico,2016,60000,Diesel,English 
1623,Female,Yes,37,Yes,Entertainment,2,Infiniti,Malaysia,2012,30000,Diesel,English 
1624,Male,No,36,Yes,Marketing,1,Isuzu,Japan,2013,15000,Diesel,English 
1625,Female,No,29,Yes,Healthcare,3,Jaguar,Canada,2014,45000,Diesel,English 
1626,Male,Yes,45,Yes,Artist,4,Jeep,China ,2015,60000,Diesel,Cantonese 
1627,Male,No,61,Yes,Artist,1,Kia,India,2016,15000,Diesel,Hindi
1628,Male,Yes,52,Yes,Entertainment,4,Lamborghini,Italy,2017,60000,Diesel,Italian
1629,Female,Yes,49,Yes,Homemaker,1,Land Rover,China ,2018,15000,Diesel,Italian
1630,Male,Yes,40,Yes,Entertainment,2,Lexus,France,2016,30000,Diesel,Italian
1631,Female,No,31,No,Healthcare,5,Lotus,Italy,2017,75000,Diesel,Italian
1632,Male,Yes,42,No,Entertainment,3,Maserati,France,2018,45000,Diesel,French 
1633,Male,Yes,51,Yes,Engineer,5,Maybach,UK,2008,75000,Diesel,Welsh
1634,Female,No,42,Yes,Healthcare,1,Mazda,UK,2009,15000,Diesel,Welsh
1635,Male,No,29,Yes,Doctor,4,McLaren,USA,2010,60000,Diesel,English 
1636,Female,No,33,Yes,Healthcare,1,Mercedes-Benz,Germany ,2011,15000,Diesel,German
1637,Male,No,27,Yes,Healthcare,3,MG,USA,2010,45000,Diesel,English 
1638,Female,No,21,No,Healthcare,4,MINI,Germany ,2011,60000,Diesel,German
1639,Male,Yes,35,No,Artist,3,Mitsubishi,USA,2012,45000,Diesel,English 
1640,Female,No,42,Yes,Doctor,1,Nissan,Germany ,2013,15000,Diesel,German
1641,Female,No,41,Yes,Artist,1,Nissan,USA,2020,15000,Hybrid,English 
1642,Male,No,39,Yes,Artist,3,Peugeot,Germany ,2021,45000,Hybrid,German
1643,Female,No,28,No,Doctor,1,Porsche,USA,2020,15000,Hybrid,English 
1644,Female,Yes,45,Yes,Engineer,,Proton,Germany ,2021,25000,Hybrid,German
1645,Female,Yes,61,Yes,Doctor,2,Renault,USA,2016,30000,Diesel,English 
1646,Male,Yes,62,Yes,Artist,4,Rolls-Royce,Germany ,2017,60000,Diesel,German
1647,Male,Yes,65,Yes,Entertainment,2,Rover,USA,2018,30000,Diesel,English 
1648,Male,Yes,45,Yes,Doctor,2,Saab,Mexico,2019,30000,Diesel,English 
1649,Female,Yes,26,Yes,Engineer,2,SEAT,Malaysia,2009,30000,Diesel,English 
1650,Female,No,25,Yes,Artist,5,SKODA,Japan,2010,75000,Diesel,English 
1651,Female,Yes,45,Yes,Artist,4,Smart,Canada,2011,60000,Diesel,English 
1652,Male,Yes,43,No,Executive,4,Ssangyong,China ,2012,60000,Diesel,Cantonese 
1653,Male,Yes,49,Yes,Executive,3,Subaru,India,2013,45000,Diesel,Hindi
1654,Male,Yes,55,Yes,Artist,2,Suzuki,Italy,2014,30000,Diesel,Italian
1655,Female,No,37,Yes,Artist,1,Tesla,China ,2015,15000,Electric,Cantonese 
1656,Male,Yes,65,Yes,Entertainment,2,Toyota,France,2016,30000,Diesel,French 
1657,Female,No,32,No,,5,TVR,Italy,2010,75000,Diesel,Italian
1658,Female,No,39,No,Engineer,3,Vauxhall,France,2011,45000,Diesel,French 
1659,Female,Yes,40,Yes,Artist,2,Volkswagen,UK,2012,30000,Diesel,Welsh
1660,Male,Yes,72,Yes,Entertainment,3,Volvo,UK,2013,45000,Diesel,Welsh
1661,Female,No,38,No,Homemaker,1,Maker,USA,2014,15000,Diesel,English 
1662,Male,No,26,No,Marketing,5,Lexus,Germany ,2015,75000,Diesel,German
1663,Male,No,30,Yes,Doctor,3,Alfa Romeo,USA,2016,45000,Diesel,English 
1664,Male,Yes,51,Yes,Homemaker,,Aston Martin,Germany ,2012,25000,Diesel,German
1665,Male,No,57,Yes,Marketing,4,Audi,USA,2013,60000,Diesel,English 
1666,Female,No,31,Yes,Healthcare,1,Bentley,Germany ,2014,15000,Diesel,German
1667,Male,No,39,Yes,Artist,1,BMW,USA,2015,15000,Diesel,English 
1668,Female,No,30,No,Engineer,4,Cadillac,Germany ,2016,60000,Diesel,German
1669,Female,Yes,43,No,Artist,3,Chevrolet,USA,2017,45000,Diesel,English 
1670,Male,No,27,Yes,Healthcare,1,Chrysler,Germany ,2018,15000,Diesel,German
1671,Female,Yes,46,No,Artist,4,Citroen,USA,2016,60000,Diesel,English 
1672,Male,Yes,43,No,Artist,2,Corvette,Germany ,2017,30000,Diesel,German
1673,Male,Yes,69,Yes,Lawyer,1,Hyundai,USA,2018,15000,Diesel,English 
1674,Male,Yes,28,No,Entertainment,4,Daewoo,Mexico,2008,60000,Diesel,English 
1675,Male,No,43,Yes,Entertainment,1,Daihatsu,Malaysia,2009,15000,Diesel,English 
1676,Female,No,27,No,Healthcare,5,Dodge,Japan,2010,75000,Diesel,English 
1677,Female,No,28,Yes,Healthcare,3,Kia,Canada,2011,45000,Diesel,English 
1678,Male,No,33,No,Artist,4,Ferrari,China ,2010,60000,Diesel,Cantonese 
1679,Female,No,30,No,Engineer,1,Fiat,India,2011,15000,Diesel,Hindi
1680,Male,No,58,No,Healthcare,2,Ford,Italy,2012,30000,Diesel,Italian
1681,Female,No,38,Yes,Engineer,4,Honda,China ,2013,60000,Diesel,Cantonese 
1682,Female,No,31,Yes,Artist,4,Honda,France,2020,60000,Hybrid,French 
1683,Male,Yes,32,No,Executive,5,Hyundai,Italy,2021,75000,Hybrid,Italian
1684,Male,Yes,45,Yes,Artist,4,Infiniti,France,2020,60000,Hybrid,French 
1685,Male,Yes,66,Yes,Artist,3,Isuzu,UK,2021,45000,Hybrid,Welsh
1686,Female,Yes,51,Yes,Artist,3,Jaguar,UK,2016,45000,Diesel,Welsh
1687,Female,Yes,59,Yes,Artist,2,Jeep,USA,2017,30000,Diesel,English 
1688,Female,No,40,Yes,Engineer,1,Kia,Germany ,2018,15000,Diesel,German
1689,Male,Yes,46,Yes,Artist,5,Lamborghini,USA,2019,75000,Diesel,English 
1690,Male,No,20,No,Healthcare,6,Land Rover,Germany ,2009,90000,Diesel,German
1691,Female,Yes,84,No,Lawyer,2,Lexus,USA,2010,30000,Diesel,English 
1692,Female,No,41,Yes,Marketing,1,Lotus,Germany ,2011,15000,Diesel,German
1693,Male,Yes,51,No,Artist,3,Maserati,USA,2012,45000,Diesel,English 
1694,Male,Yes,57,Yes,Entertainment,5,Maybach,Germany ,2013,75000,Diesel,German
1695,Female,No,33,No,Doctor,1,Mazda,USA,2014,15000,Diesel,English 
1696,Male,No,25,No,Marketing,3,McLaren,Germany ,2015,45000,Diesel,German
1697,Male,Yes,55,Yes,Artist,3,Mercedes-Benz,USA,2016,45000,Diesel,English 
1698,Female,Yes,56,Yes,Executive,4,MG,Germany ,2010,60000,Diesel,German
1699,Male,Yes,77,Yes,Lawyer,1,MINI,USA,2011,15000,Diesel,English 
1700,Male,Yes,30,Yes,Healthcare,2,Mitsubishi,Mexico,2012,30000,Diesel,English 
1701,Male,No,23,No,Healthcare,5,Nissan,Malaysia,2013,75000,Diesel,English 
1702,Female,No,43,Yes,Artist,4,Nissan,Japan,2014,60000,Diesel,English 
1703,Male,No,39,Yes,Entertainment,1,Peugeot,Canada,2015,15000,Diesel,English 
1704,Male,Yes,29,No,Executive,2,Porsche,China ,2016,30000,Diesel,Cantonese 
1705,Male,Yes,37,Yes,Doctor,2,Proton,India,2012,30000,Diesel,Hindi
1706,Female,Yes,45,No,Engineer,2,Renault,Italy,2013,30000,Diesel,Italian
1707,Male,Yes,48,No,Executive,2,Rolls-Royce,China ,2014,30000,Diesel,Cantonese 
1708,Male,Yes,27,No,Entertainment,4,Rover,France,2015,60000,Diesel,French 
1709,Female,Yes,60,No,Entertainment,4,Saab,Italy,2016,60000,Diesel,Italian
1710,Male,Yes,45,Yes,Entertainment,3,SEAT,France,2017,45000,Diesel,French 
1711,Male,No,31,Yes,Healthcare,1,SKODA,UK,2018,15000,Diesel,Welsh
1712,Male,No,33,No,Doctor,4,Smart,UK,2016,60000,Diesel,Welsh
1713,Male,,18,No,,4,Ssangyong,USA,2017,60000,Diesel,English 
1714,Female,Yes,48,Yes,Artist,3,Subaru,Germany ,2018,45000,Diesel,German
1715,Female,Yes,83,No,Lawyer,2,Suzuki,USA,2008,30000,Diesel,English 
1716,Male,Yes,57,Yes,Executive,4,Tesla,Germany ,2009,60000,Electric,German
1717,Male,No,26,Yes,Healthcare,3,Toyota,USA,2010,45000,Diesel,English 
1718,Male,Yes,51,Yes,Artist,5,TVR,Germany ,2011,75000,Diesel,German
1719,Male,Yes,67,No,Executive,1,Vauxhall,USA,2010,15000,Diesel,English 
1720,Male,Yes,38,Yes,Artist,2,Volkswagen,Germany ,2011,30000,Diesel,German
1721,Female,No,40,Yes,Doctor,1,Volvo,USA,2012,15000,Diesel,English 
1722,Female,Yes,45,Yes,Artist,2,Maker,Germany ,2013,30000,Diesel,German
1723,Male,Yes,48,Yes,Artist,4,Lexus,USA,2020,60000,Hybrid,English 
1724,Female,Yes,69,No,Lawyer,2,Alfa Romeo,Germany ,2021,30000,Hybrid,German
1725,Male,No,21,No,Healthcare,5,Aston Martin,USA,2020,75000,Petrol,English 
